Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_dc03404505e9,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Most of the time,Sometimes,Always,,Most of the time,Always,Hardly ever,Sometimes,Sometimes,,Always,D/A,07/25/23 11:29 AM
PHYS_dc03404505e9,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,,,Always,Most of the time,Always,Always,Sometimes,Always,Most of the time,Always,Sometimes,Sometimes,,,Sometimes,D/A,08/01/2023 08:25
PHYS_dc03404505e9,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,08/01/2023 10:00
PHYS_dc03404505e9,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,08/07/2023 19:29
PHYS_dc03404505e9,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/14/23 12:43 PM
PHYS_dc03404505e9,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,,Always,D/A,08/14/23 11:57 PM
PHYS_04f7a28faaf6,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 11:26 AM
PHYS_04f7a28faaf6,Faculty Self-Evaluation,PHYS_04f7a28faaf6,PHYS_04f7a28faaf6,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/25/23 11:31 AM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Sometimes,,Sometimes,,Most of the time,D/A,07/25/23 11:35 AM
PHYS_04f7a28faaf6,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not applicable,07/25/23 11:35 AM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/25/23 03:21 PM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/26/23 01:44 AM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,,Always,D/A,07/26/23 06:16 AM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Most of the time,Always,Always,,,Always,Always,Most of the time,Most of the time,Always,,Always,D/A,07/28/23 05:17 PM
PHYS_04f7a28faaf6,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Sometimes,,Always,D/A,07/31/23 04:48 PM
PHYS_04f7a28faaf6,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,"Very sweet with both patients and staff
Very respectful
Loves educating both medical and non medical personnel
Shift goes smoothly with her even with a loaded ED",08/01/2023 08:29
PHYS_04f7a28faaf6,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,08/01/2023 10:01
PHYS_04f7a28faaf6,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/01/2023 12:27
PHYS_04f7a28faaf6,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,"Dr Moukhaiber has been a great role model in dealing with a busy ED, managing parents&#x27; anxiety, and responding promptly to all their worries. Very grateful for her patience, teaching, and advice.",08/06/2023 22:09
PHYS_04f7a28faaf6,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,D/A,08/07/2023 19:34
PHYS_04f7a28faaf6,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/09/2023 06:47
PHYS_04f7a28faaf6,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,Most of the time,Most of the time,Always,Most of the time,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,,Always,D/A,08/14/23 12:37 PM
PHYS_c74f43cc95ed,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,,Always,Always,respectful and professional,06/15/23 08:11 AM
PHYS_c74f43cc95ed,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:10 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 11:04 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_3d5a838f6e40,PHYS_ed09b7a399a8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/25/23 12:48 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 02:51 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 10:40
PHYS_c74f43cc95ed,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:07
PHYS_c74f43cc95ed,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 03:59 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_eb85dd3b9e2a,PHYS_c45dabe66971,,,,,,,,,,,,,,,,i haven&#x27;t had a chance working with her ,07/13/23 05:59 PM
PHYS_c74f43cc95ed,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/15/23 07:13 PM
PHYS_c74f43cc95ed,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Most of the time,Sometimes,,Most of the time,D/A,07/17/23 05:33 PM
PHYS_c74f43cc95ed,Faculty Self-Evaluation,PHYS_c74f43cc95ed,PHYS_8b816bde0d2a,Most of the time,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,did not have a code over the last year ,07/22/23 09:15 AM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_8f0d778538fe,PHYS_f5ec51daf5a1,,,,,,,,,,,,,,,,D/A,07/24/23 02:43 PM
PHYS_c74f43cc95ed,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,07/25/23 01:55 PM
PHYS_c74f43cc95ed,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Most of the time,Always,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,D/A,08/01/2023 08:24
PHYS_c74f43cc95ed,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Dr. Kawthar always tries to solve patient’s problems concerning admissions or disposition or financial coverage, she always calls the ED admin on call for any problematic issue .
So I like to work with her since she solves the problems not only take medical decisions concerning patients.",08/08/2023 12:06
PHYS_c74f43cc95ed,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2023 11:09
PHYS_c74f43cc95ed,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/15/23 11:50 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,,Always,Always,D/A,06/15/23 05:35 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/16/23 11:24 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_9f478514e27e,PHYS_50e2af6abf84,Most of the time,Always,Always,Most of the time,Hardly ever,Hardly ever,Sometimes,,Never,Sometimes,Hardly ever,Never,,Sometimes,Most of the time,Dr. Farah is a micromanager which makes me frustrated. He uses sarcasm and bullying to make fun of my input&#x2F;concerns. His phone ringtone is always on loud and sounds like the arrest bell which startles me. He is a good MD in different areas but he is very stubborn and not receptive to feedback from nursing personnel.,06/21/23 11:51 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,D/A,06/25/23 09:35 AM
PHYS_b6f8dfc141bf,Faculty Self-Evaluation,PHYS_b6f8dfc141bf,PHYS_b6f8dfc141bf,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Sometimes,Always,Always,D/A,06/25/23 11:09 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_295a300f1964,PHYS_e916ddef1809,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,D/A,06/25/23 01:40 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 04:03 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,D/A,07/17/23 05:41 PM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:45 AM
PHYS_b6f8dfc141bf,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:59 AM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_7301e6558550,PHYS_a99070c53a54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/23 02:26 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 04:00 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Sometimes,Sometimes,Hardly ever,Sometimes,Always,D/A,07/25/23 11:30 AM
PHYS_b6f8dfc141bf,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/07/2023 19:31
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Always,D/A,08/10/2023 18:14
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_ddab0059c861,PHYS_25db61880ead,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/14/23 12:42 PM
PHYS_b6f8dfc141bf,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,D/A,08/14/23 03:02 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 08:27 AM
PHYS_8f6d47120990,Medical Staff,PHYS_112ede692d28,PHYS_ecb5ba029ac7,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,D/A,06/15/23 03:30 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/16/23 11:06 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_295a300f1964,PHYS_e916ddef1809,Most of the time,Always,Always,Most of the time,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/25/23 01:53 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Most of the time,Always,D/A,07/10/2023 10:45
PHYS_8f6d47120990,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,,Sometimes,D/A,07/10/2023 11:29
PHYS_8f6d47120990,Medical Staff,PHYS_9bf625149aa7,PHYS_2fa140f52d4c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/10/2023 12:10
PHYS_8f6d47120990,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 03:59 PM
PHYS_8f6d47120990,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Most of the time,D/A,07/17/23 07:19 PM
PHYS_8f6d47120990,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,,,,,,,,,,,,,,,,D/A,07/17/23 07:37 PM
PHYS_8f6d47120990,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/23 01:41 AM
PHYS_8f6d47120990,Hospital Staff,PHYS_8f0d778538fe,PHYS_f5ec51daf5a1,,,,,,,,,,,,,,,,D/A,07/24/23 02:44 PM
PHYS_8f6d47120990,Faculty Self-Evaluation,PHYS_8f6d47120990,PHYS_b9b77addf5bc,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,D/A,07/24/23 04:46 PM
PHYS_8f6d47120990,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,D/A,07/25/23 01:55 PM
PHYS_8f6d47120990,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Most of the time,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,Most of the time,Always,Always,Most of the time,Always,D/A,08/01/2023 08:25
PHYS_8f6d47120990,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,D/A,08/01/2023 14:03
PHYS_8f6d47120990,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/08/2023 12:07
PHYS_8f6d47120990,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/15/23 11:45 PM
PHYS_fe698927a536,Hospital Staff,PHYS_e8b03496ad47,PHYS_ded25002218d,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,D/A,06/15/23 08:32 AM
PHYS_fe698927a536,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 01:56 PM
PHYS_fe698927a536,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:12 PM
PHYS_fe698927a536,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,,,Most of the time,D/A,06/15/23 05:31 PM
PHYS_fe698927a536,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,06/16/23 11:07 AM
PHYS_fe698927a536,Medical Staff,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,,Sometimes,Most of the time,D/A,06/16/23 11:16 AM
PHYS_fe698927a536,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 02:52 AM
PHYS_fe698927a536,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 12:06 PM
PHYS_fe698927a536,Faculty Self-Evaluation,PHYS_fe698927a536,PHYS_da9e988d8a9b,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 06:35 PM
PHYS_fe698927a536,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/29/23 02:18 PM
PHYS_fe698927a536,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,,,,,,,,,,,,,,,,D/A,07/10/2023 12:18
PHYS_fe698927a536,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Sometimes,,Most of the time,D/A,07/17/23 05:34 PM
PHYS_fe698927a536,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/24/23 05:36 PM
PHYS_fe698927a536,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Most of the time,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,,,,Always,D/A,08/01/2023 09:59
PHYS_fe698927a536,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,D/A,08/07/2023 19:23
PHYS_fe698927a536,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/08/2023 12:12
PHYS_fe698927a536,Hospital Staff,PHYS_017876cea86a,PHYS_28134b837d42,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/14/23 12:37 PM
PHYS_fe698927a536,Hospital Staff,PHYS_d2f829be99cb,PHYS_aab7bac26b9c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/15/23 11:45 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/15/23 04:15 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_112ede692d28,PHYS_ecb5ba029ac7,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,Hardly ever,D/A,06/15/23 10:26 PM
PHYS_27d504fc2b8b,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/26/23 12:00 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_e41df0a09758,PHYS_58454b996167,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/13/23 04:02 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,D/A,07/15/23 07:12 PM
PHYS_27d504fc2b8b,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,D/A,07/17/23 07:38 PM
PHYS_27d504fc2b8b,Faculty Self-Evaluation,PHYS_27d504fc2b8b,PHYS_0c51cffdb626,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Professionalism and respect in treating patients,07/20/23 10:46 AM
PHYS_27d504fc2b8b,Medical Staff,PHYS_c68e41f2d490,PHYS_1820aca3c61b,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,08/01/2023 14:08
PHYS_27d504fc2b8b,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Always,Always,Sometimes,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,,Sometimes,D/A,08/07/2023 19:26
PHYS_27d504fc2b8b,Hospital Staff,PHYS_3038202d4fac,PHYS_3a9106b6cecb,,,,,,,,,,,,,,,,D/A,08/10/2023 18:12
