Subject ID,Raters Group,Completed by,Rater Name,"Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Listens to patients and their families’ concerns and responds to them thoroughly._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats patients with dignity irrespective of their religion, culture, age, race, sexual orientation, gender and socio-economic status._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Respects patients’ confidentiality (i.e. does not discuss confidential patient information in areas where others can overhear the conversation like hallways, elevators, coffee shops etc.)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Takes time to explain to patients their medical condition, treatment options, methods utilized and outcomes._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Treats healthcare workers with dignity irrespective of their religion, culture, age, race, sexual orientation and gender. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Uses respectful language with other healthcare workers (i.e: avoids abusive language, offensive comments, racial or ethnic slurs, threats of violence and foul or rude intimidating language). _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Responds in timely fashion to phone calls and paging regarding patient care. _First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Arrives on time to scheduled appointments (i.e. clinic, OR, rounds, shift etc…)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Receptive to the suggestions and concerns of other healthcare coworkers (both physician and non-physician health providers)._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Communicates directly and clearly with healthcare workers (both physician and non-physician health providers) about patient care._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Manages patient flow efficiently._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Intervenes and assists in resolving conflicts._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Engages nurses at sign-out._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Leads codes effectively._First Scale","Q1_Emergency Medicine - AUBMC Evaluation of Medical Staff Behavior Form for [S$FN] [S$LN], MD

_Readily available during shifts._First Scale",Q2_Comments,Fillout Date (mm/dd/yy)
PHYS_72ad63bc88ee,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,,,Always,Always,D/A,05/15/24 10:55 AM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:06 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:53 AM
PHYS_72ad63bc88ee,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/01/2024 18:48
PHYS_72ad63bc88ee,Faculty Self-Evaluation,PHYS_72ad63bc88ee,PHYS_72ad63bc88ee,Most of the time,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,,06/03/2024 07:52
PHYS_72ad63bc88ee,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:47
PHYS_72ad63bc88ee,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/01/2024 11:07
PHYS_72ad63bc88ee,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Very educational, cares about residents education in the ED, always a pleasure to work with",07/16/24 07:54 AM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:59 AM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Most of the time,Most of the time,Most of the time,Sometimes,Always,Always,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,D/A,07/16/24 10:43 AM
PHYS_72ad63bc88ee,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 04:36 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_47c2c7ab2921,PHYS_9824bc980944,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Hardly ever,Sometimes,,Sometimes,Sometimes,Always,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/22/24 10:21 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,All ED staff agree that Dr. Ralph is the best emergency medicine attending ! He is literally the number 1. ,07/23/24 04:25 PM
PHYS_72ad63bc88ee,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:25 PM
PHYS_72ad63bc88ee,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:40 AM
PHYS_72ad63bc88ee,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 19:00
PHYS_72ad63bc88ee,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:33
PHYS_1563d6861c47,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,D/A,05/15/24 10:54 AM
PHYS_1563d6861c47,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:52 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_4e0e4e8c7b9e,PHYS_4e50937d05b5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:56 AM
PHYS_1563d6861c47,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 12:58 PM
PHYS_1563d6861c47,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 03:35 PM
PHYS_1563d6861c47,Faculty Self-Evaluation,PHYS_1563d6861c47,PHYS_1563d6861c47,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,none,05/29/24 11:11 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 09:28
PHYS_1563d6861c47,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:18
PHYS_1563d6861c47,Medical Staff,PHYS_c5b21fa5bb30,PHYS_33a3a2eb4d59,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/10/2024 17:06
PHYS_1563d6861c47,Hospital Staff,PHYS_a662d7917291,PHYS_22f6edfa6e20,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,,Always,D/A,06/11/2024 09:09
PHYS_1563d6861c47,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:48 AM
PHYS_1563d6861c47,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/15/24 02:03 PM
PHYS_1563d6861c47,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,,Always,D/A,07/15/24 02:23 PM
PHYS_1563d6861c47,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Sometimes,Always,Always,Always,Always,D/A,07/16/24 08:57 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Most of the time,Most of the time,D/A,07/16/24 10:41 AM
PHYS_1563d6861c47,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 09:42 PM
PHYS_1563d6861c47,Hospital Staff,PHYS_20ab83523ffb,PHYS_83209d54c8c2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 03:58 PM
PHYS_1563d6861c47,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:32
PHYS_f1415f58b6e5,Faculty Self-Evaluation,PHYS_f1415f58b6e5,PHYS_ebfb7a033418,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,Always,D/A,05/15/24 12:02 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,05/15/24 10:06 PM
PHYS_f1415f58b6e5,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:53 AM
PHYS_f1415f58b6e5,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,,,Always,Always,D/A,05/27/24 12:59 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_a5226991df8d,PHYS_f7b56de19421,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Sometimes,,,Always,D/A,05/27/24 03:36 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_ad7d9750ee64,PHYS_d6806575b309,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 04:24 PM
PHYS_f1415f58b6e5,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:22 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_dd836eabde0f,PHYS_de4af254540f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 09:28
PHYS_f1415f58b6e5,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/13/24 10:23 AM
PHYS_f1415f58b6e5,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:49 AM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:51 PM
PHYS_f1415f58b6e5,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Always,"Professional 
Gives her time to all patients 
Respectful to all staff from housekeeping to nurses and attendings 
Communicate clearly the plan with the patients &ndash;residents and nurses 
kind
Amazing Dr ",07/15/24 02:06 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:01 AM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:58 AM
PHYS_f1415f58b6e5,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 04:36 PM
PHYS_f1415f58b6e5,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 01:35 AM
PHYS_f1415f58b6e5,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:26 PM
PHYS_f1415f58b6e5,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/11/2024 19:03
PHYS_f1415f58b6e5,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,D/A,08/12/2024 16:36
PHYS_ff504267d9d6,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:12 AM
PHYS_ff504267d9d6,Faculty Self-Evaluation,PHYS_ff504267d9d6,PHYS_cb19dab15de3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Most of the time,Always,Always,D/A,05/27/24 09:09 AM
PHYS_ff504267d9d6,Medical Staff,PHYS_e05aabbef33a,PHYS_483cb491161c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 01:00 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_8890549607af,PHYS_dcc517d4a30a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 01:47 PM
PHYS_ff504267d9d6,Medical Staff,PHYS_527a8386c040,PHYS_6eb096f3d06f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 11:41 PM
PHYS_ff504267d9d6,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:34
PHYS_ff504267d9d6,Medical Staff,PHYS_c4d4a437f7b0,PHYS_c9f7024dd6e7,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/21/24 08:49 AM
PHYS_ff504267d9d6,Hospital Staff,PHYS_6b78d2ca0b89,PHYS_24a2e505c50d,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/01/2024 11:09
PHYS_ff504267d9d6,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:12 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:01 AM
PHYS_ff504267d9d6,Medical Staff,PHYS_82a71751d350,PHYS_ffd32b1a8043,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/18/24 04:37 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Always,Most of the time,Always,Most of the time,Always,Sometimes,D/A,07/22/24 08:38 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_8e842997896d,PHYS_b372e5fcf9df,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,D/A,07/22/24 09:43 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_62e53c8eeec9,PHYS_1d80ff872a41,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,Always,Always,Always,D/A,07/23/24 01:31 AM
PHYS_ff504267d9d6,Hospital Staff,PHYS_4c77ef672b81,PHYS_e72079c280e2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,D/A,07/23/24 12:16 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,07/23/24 04:27 PM
PHYS_ff504267d9d6,Hospital Staff,PHYS_29e11d0cb03b,PHYS_a278cfa22f3f,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/29/24 10:59 AM
PHYS_ff504267d9d6,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,08/12/2024 16:38
PHYS_19e9c045554a,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:12 AM
PHYS_19e9c045554a,Medical Staff,PHYS_b5d6cf1891d6,PHYS_c8c39c536fff,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/27/24 08:53 AM
PHYS_19e9c045554a,Medical Staff,PHYS_44c857f85793,PHYS_329611350c06,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/30/24 03:21 PM
PHYS_19e9c045554a,Faculty Self-Evaluation,PHYS_19e9c045554a,PHYS_9dd150c44aca,Always,Always,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,05/31/24 09:21 PM
PHYS_19e9c045554a,Medical Staff,PHYS_e41df0a09758,PHYS_fdf5c5450863,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/01/2024 18:49
PHYS_19e9c045554a,Hospital Staff,PHYS_337e4437a714,PHYS_94019604cd85,Always,Always,Always,Always,Always,Always,Always,,Always,Always,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,D/A,06/03/2024 08:58
PHYS_19e9c045554a,Hospital Staff,PHYS_88f740b641c4,PHYS_339285fe2519,,,,,,,,,,,,,,,,D/A,06/03/2024 11:47
PHYS_19e9c045554a,Hospital Staff,PHYS_553e1c48fa34,PHYS_725a1a2847b3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 11:47
PHYS_19e9c045554a,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:32
PHYS_19e9c045554a,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:51 PM
PHYS_19e9c045554a,Medical Staff,PHYS_46e4179ffdfe,PHYS_bc6817c06104,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/15/24 02:12 PM
PHYS_19e9c045554a,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Always,Most of the time,Always,Most of the time,D/A,07/22/24 08:41 PM
PHYS_19e9c045554a,Hospital Staff,PHYS_d1ec60832748,PHYS_08ea2b75a99c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Most of the time,Most of the time,Always,D/A,07/23/24 04:26 PM
PHYS_19e9c045554a,Medical Staff,PHYS_d849d1ca1a10,PHYS_f41b68af6c0e,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/23/24 09:26 PM
PHYS_19e9c045554a,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:41 AM
PHYS_19e9c045554a,Medical Staff,PHYS_ced0a4828312,PHYS_09d1065feec8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Hardly ever,Always,Always,Always,Always,D/A,08/11/2024 19:01
PHYS_19e9c045554a,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Most of the time,Most of the time,,Always,D/A,08/12/2024 16:33
PHYS_5ee0cf3073cc,Medical Staff,PHYS_764c7afc825b,PHYS_3e043f518075,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 10:52 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_470b345b9793,PHYS_ec28185e3964,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Always,Always,Always,D/A,05/15/24 10:06 PM
PHYS_5ee0cf3073cc,Faculty Self-Evaluation,PHYS_5ee0cf3073cc,PHYS_65890cf042f7,Always,Always,Always,Most of the time,Always,Always,,Always,Always,Always,Always,Most of the time,Most of the time,Always,Always,D/A,05/27/24 08:25 PM
PHYS_5ee0cf3073cc,Medical Staff,PHYS_58d064c749a6,PHYS_162bc917bbb5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/03/2024 23:32
PHYS_5ee0cf3073cc,Medical Staff,PHYS_1bb6f3894942,PHYS_b2c83da77248,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/04/2024 11:18
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_599126d6f6f1,PHYS_c5628559b0d5,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/13/24 10:22 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_acce93944f1a,PHYS_3d8f2128a7fc,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,06/24/24 12:51 PM
PHYS_5ee0cf3073cc,Medical Staff,PHYS_a440b471a3bb,PHYS_1f303295a181,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,,,Always,D/A,07/15/24 02:04 PM
PHYS_5ee0cf3073cc,Medical Staff,PHYS_499545c37448,PHYS_186153d7f1d9,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Most of the time,Always,Sometimes,,Always,D/A,07/15/24 02:24 PM
PHYS_5ee0cf3073cc,Medical Staff,PHYS_3cee3f8b092c,PHYS_bced98f2e9e8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 07:55 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_59e67041ad41,PHYS_b1cf63b6010c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:00 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_3038202d4fac,PHYS_3bae698e4fe3,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/16/24 08:58 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_470adf549c0e,PHYS_cd36aad59456,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,D/A,07/16/24 10:45 AM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_840c14208cfb,PHYS_fc72f47b343f,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/22/24 08:39 PM
PHYS_5ee0cf3073cc,Hospital Staff,PHYS_729b1a3544c4,PHYS_c395f621383c,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/24/24 07:42 AM
PHYS_5ee0cf3073cc,Medical Staff,PHYS_6fc829554d4a,PHYS_ce1a05427eb8,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,07/31/24 02:32 PM
PHYS_5ee0cf3073cc,Chairperson,PHYS_09dabef2e8ab,PHYS_aa159231d7a1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,08/12/2024 16:34
PHYS_04276415b932,Medical Staff,PHYS_daa3bb2b68ac,PHYS_f183aef9075a,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,D/A,05/15/24 11:13 AM
